Link,Location,Title,Date,Time,Description,Price,Location
http://generalassemb.ly/education/social-media-strategy-mapping/new-york-city/38318,New York City,Social Media Strategy Mapping,"Thursday, 20 July",6:30,"Social media initiatives don’t start when you register a Facebook or Twitter account and start posting announcements, it begins much sooner. In this workshop, you’ll be taken through a 6-step methodology that will help guide your efforts to develop an actionable social media strategy. You’ll learn how to structure your social media efforts, deploy your resources, and ultimately launch a social media campaign that is professional and provides results you’ll be able to interpret and understand.",90,Atlanta
http://generalassemb.ly/education/storytelling-for-success-how-to-pitch-present-persuade/boston/38866,Boston,"Storytelling for Success: How to Pitch, Present & Persuade","Thursday, 7 September",6:30,"Want more compelling pitches for investors, customers, and new hires? In this class, you'll learn how storytelling techniques from film and other narrative arts can take your pitches and presentations to the next level. You'll also practice crafting personal stories that quickly establish trust with audiences and colleagues.",65,Atlanta
http://generalassemb.ly/education/sql-bootcamp-learning-the-language/san-francisco/39259,San Francisco,SQL Bootcamp: Learning the Language,"Thursday, 24 August",10,"SQL is a powerful language, and tool, for data analysis and data handling. In this bootcamp, you’ll dive deep into SQL syntax and database structures, while applying your new SQL skills to address business problems. This bootcamp will take absolute beginners through the basics of SQL to an ability to write queries with confidence.",299,Atlanta
http://generalassemb.ly/education/social-media-monitoring-and-analytics-how-what-and-why/new-york-city/38466,New York City,"Social Media Monitoring and Analytics: How, What, and Why","Wednesday, 9 August",6:30,"Understanding metrics, stats and social analytics is key to creating, monitoring and adjusting social strategy and goals. With this in mind, digital marketers must know what they are looking for, which stats impact their previously set goals and how they can use analytics to fine-tune their content, engage with users and enhance their social presence. This class will cover the basics of understanding social metrics, their importance and how to use them to make stand out social presences, topnotch campaigns and stronger connections with users.",90,Atlanta
http://generalassemb.ly/education/public-speaking-and-the-3-cs-confidence-creativity-comedy/san-francisco/38823,San Francisco,"Public speaking and the 3 C's: Confidence, Creativity, & Comedy","Monday, 24 July",6:30,"Whether you’re an entrepreneur, CEO, teacher, or anyone whose job or desired job requires speaking in front of others, this class will help you gain the confidence, presence, and charisma to connect with your audience. You’ll learn how to reinvent text for more exciting and engaging delivery, think creatively, and produce memorable out-of-the-box presentations while having a great time in the process. Finally, you’ll learn techniques for keeping content fresh during repeat uses.",65,Atlanta
http://generalassemb.ly/education/social-media-strategy-mapping/boston/37452,Boston,Social Media Strategy Mapping,"Tuesday, 29 August",6:30,"Social media initiatives don’t start when you register a Facebook or Twitter account and start posting announcements, it begins much sooner. In this workshop, you’ll be taken through a 6-step methodology that will help guide your efforts to develop an actionable social media strategy. You’ll learn how to structure your social media efforts, deploy your resources, and ultimately launch a social media campaign that is professional and provides results you’ll be able to interpret and understand.",75,Atlanta
http://generalassemb.ly/education/introduction-to-data-visualization/atlanta/38775,Atlanta,Introduction to Data Visualization,"Thursday, 3 August",6:30,"In the digital age, the ability to explore the visual representation of massive data and detect meaningful patterns and trends is becoming increasingly critical for businesses. Data visualization lets people look at vast quantities of data quickly and efficiently to improve comprehension and understanding.",30,Atlanta
http://generalassemb.ly/education/blogging-101-how-to-create-a-successful-blog-make-money-doing-it/austin/39061,Austin,Blogging 101: How to Create a Successful Blog & Make Money Doing It,"Monday, 21 August",7,"This workshop will cover the basic fundamentals of creating a successful blog: platforms, content strategy, creating quality and engaging content, the importance of good photographic and graphics, creating a call to action, content schedule and marketing your blog.",35,Atlanta
http://generalassemb.ly/education/storytelling-for-growth/london/38760,London,Storytelling for Growth,"Thursday, 27 July",6:15,"Let's face it, most small businesses and startups struggle to stand out from the crowd and explain clearly what they actually do. Unless of course they know how to tell a powerful story...",35,Atlanta
http://generalassemb.ly/education/digital-marketing-key-concepts-and-metrics/new-york-city/38206,New York City,Digital Marketing: Key Concepts and Metrics,"Tuesday, 25 July",6:30,"The digital landscape is moving at a lightning fast pace. Every industry has been affected by the advances in digital, from retailers to brands and agencies.",60,Atlanta
http://generalassemb.ly/education/introduction-to-user-experience-design/los-angeles/39206,Los Angeles,Introduction to User Experience Design,"Thursday, 6 July",7,Discover how design shapes our online experiences.,0,Atlanta
